Date,Close,High,Low,Open,Volume
1/2/2020,2960.843506,2960.843506,2927.27378,2954.129525,45886302
1/3/2020,2967.556885,2980.984845,2947.415125,2967.556885,91189705
1/6/2020,2933.987793,2947.415575,2900.418067,2927.273812,48648450
1/7/2020,2954.12915,2960.843131,2940.70137,2960.843131,114344885
1/8/2020,2940.70166,2954.129442,2913.845917,2940.70166,188929583
1/9/2020,2954.12915,2967.556931,2933.98739,2954.12915,79280569
1/10/2020,2960.843506,2974.271288,2947.415544,2974.271288,137292491
1/13/2020,3027.982666,3027.982666,2967.557199,2974.271179,122488655
1/14/2020,3068.266357,3088.408301,3034.696812,3048.124774,174258629
1/15/2020,3074.980225,3074.980225,3041.41068,3068.266244,112825318
1/16/2020,3068.266357,3081.69432,3027.98283,3068.266357,147387255
1/17/2020,3108.549805,3115.263786,3088.408222,3101.835824,133295352
1/20/2020,3128.691406,3148.832987,3108.549465,3148.832987,90022804
1/21/2020,3135.405518,3142.119498,3115.263576,3135.405518,81224962
1/22/2020,3162.260986,3162.260986,3135.405425,3142.119406,90609115
1/23/2020,3182.40332,3195.830922,3148.833414,3168.975358,153849977
1/24/2020,3182.40332,3189.117302,3142.119793,3175.689339,105620964
1/27/2020,3121.977295,3155.546835,3115.263315,3155.546835,103076840
1/28/2020,3101.835693,3115.263655,3068.26615,3074.980131,104935872
1/29/2020,3101.835693,3128.691617,3088.408092,3101.835693,214362682
1/30/2020,3074.980225,3155.547276,3074.980225,3155.547276,96500596
1/31/2020,2994.412842,3074.980069,2994.412842,3068.266088,150763654
2/3/2020,2994.412842,3014.554604,2987.699041,2994.412842,144745560
2/4/2020,3061.551758,3148.832775,3034.696199,3148.832775,123617275
2/5/2020,3061.551758,3074.979718,3027.982219,3068.265738,100395764
2/6/2020,3054.837891,3081.693811,3041.410291,3081.693811,104342852
2/7/2020,3054.837891,3074.979831,3048.124271,3074.979831,146349277
2/10/2020,3021.268555,3041.410497,2954.12929,3021.268555,187982906
2/11/2020,3027.982666,3048.124609,3007.840904,3048.124609,93666727
2/12/2020,3041.410645,3061.552227,3034.696664,3034.696664,143167912
2/13/2020,3068.266357,3081.69432,3048.124774,3074.980339,87683284
2/14/2020,3054.837891,3081.693811,3041.410291,3041.410291,139707803
2/17/2020,3001.126953,3048.12464,3001.126953,3007.840934,131738165
2/18/2020,2954.12915,3021.268412,2954.12915,3001.126652,97565635
2/19/2020,3007.84082,3007.84082,2987.699058,2994.412859,110893685
2/20/2020,3061.551758,3074.979718,3027.982219,3034.696199,108000305
2/21/2020,3027.982666,3061.55221,3027.982666,3061.55221,117658802
2/24/2020,3014.554688,3048.124592,3001.126906,3048.124592,113200755
2/25/2020,3021.268555,3054.838097,2994.412813,2994.412813,125324724
2/26/2020,3007.84082,3027.982582,3001.12684,3021.268601,164120194
2/27/2020,2881.021729,3055.41771,2874.045837,3055.41771,227877075
2/28/2020,2922.876465,2922.876465,2727.553012,2783.359579,211162617
3/2/2020,2776.384033,2929.852523,2776.384033,2922.876631,206428685
3/3/2020,2860.093994,2915.900752,2790.335641,2825.214911,218258509
3/4/2020,2943.803955,2957.75555,2881.021497,2887.997201,127937929
3/5/2020,2894.973145,2999.610764,2881.021549,2992.634873,146949558
3/6/2020,2797.311523,2825.214902,2790.335632,2818.239011,175334118
3/9/2020,2615.939453,2755.456336,2615.939453,2720.577069,163934401
3/10/2020,2727.553223,2811.263173,2636.867193,2636.867193,182576203
3/11/2020,2727.553223,2811.263173,2706.625735,2755.456602,195275262
3/12/2020,2518.277832,2678.722208,2511.301941,2664.770425,167137546
3/13/2020,2595.012207,2629.891478,2343.881981,2518.277961,295725807
3/16/2020,2441.543701,2615.93968,2413.640322,2615.93968,196265939
3/17/2020,2274.123779,2490.374749,2274.123779,2441.543879,229429422
3/18/2020,2190.413818,2399.6891,2155.53473,2281.099861,272919333
3/19/2020,2043.920898,2190.4135,2043.920898,2183.437795,151744210
3/20/2020,1960.21106,2071.824594,1904.40448,2043.92121,658210668
3/23/2020,1827.669922,1883.47668,1827.669922,1848.597409,180848183
3/24/2020,1702.10498,1918.355956,1702.10498,1799.766723,544651637
3/26/2020,2050.896484,2092.751453,1743.959545,1743.959545,698059077
3/27/2020,2253.196533,2560.133384,2092.752121,2092.752121,529032687
3/30/2020,2099.727783,2197.389523,2099.727783,2197.389523,239264252
3/31/2020,2106.703613,2232.268731,2071.824341,2162.510186,346502244
4/1/2020,2043.920898,2148.558524,2022.993411,2099.727657,298923123
4/2/2020,2002.065918,2022.993406,1953.235051,1988.114135,329876337
4/3/2020,2016.017578,2057.872742,1974.162602,2043.920958,322467159
4/6/2020,2106.703613,2113.679318,2029.969365,2057.872745,313615306
4/7/2020,2113.678955,2260.171536,2057.872392,2162.509815,445935822
4/8/2020,1967.186401,2120.654875,1967.186401,2092.751499,322246825
4/9/2020,1946.259033,2029.969166,1918.355656,1995.089897,292370749
4/13/2020,1932.307617,1981.138485,1883.476749,1946.259214,136106890
4/14/2020,2022.993408,2022.993408,1932.307566,1946.259162,241711574
4/15/2020,1925.331787,2085.775993,1904.404298,2022.993527,351010672
4/16/2020,1820.69397,1932.307482,1799.766483,1932.307482,404530667
4/17/2020,1974.162476,1981.138367,1855.573258,1862.548962,442565694
4/20/2020,1939.283325,2022.993466,1925.331729,2009.041682,244213568
4/21/2020,1897.428467,1946.259338,1876.500977,1918.355956,146163154
4/22/2020,1946.259033,1974.162411,1848.597306,1883.476574,197501041
4/23/2020,1953.234863,2009.041429,1946.258972,1974.162349,237791877
4/24/2020,1834.645508,1953.234908,1834.645508,1953.234908,323088010
4/27/2020,1855.57312,1883.476496,1820.693853,1869.524715,200872709
4/28/2020,1806.74231,1876.500659,1792.790527,1869.524768,295130807
4/29/2020,1799.766602,1827.669982,1785.814818,1813.718198,230054013
4/30/2020,1904.404297,1911.380002,1820.694154,1827.670046,475289499
5/4/2020,1834.645508,1869.524776,1813.718022,1862.548885,220673601
5/5/2020,1834.645508,1869.524776,1820.693913,1834.645508,203241160
5/6/2020,1827.669922,1848.597409,1813.718139,1834.645626,190361478
5/8/2020,1806.74231,1855.573173,1799.766418,1841.62139,226345299
5/11/2020,1827.669922,1841.621518,1813.718139,1834.645626,170062057
5/12/2020,1736.983643,1834.645361,1723.032049,1827.669658,405546974
5/13/2020,1723.032349,1757.91162,1702.104861,1716.056457,372457853
5/14/2020,1639.322021,1730.008043,1625.370427,1702.104666,517300545
5/15/2020,1562.587891,1674.201305,1541.660311,1660.249523,654135428
5/18/2020,1513.75708,1583.515525,1506.781189,1569.563742,501017513
5/19/2020,1653.27417,1688.153258,1569.564021,1569.564021,584451204
5/20/2020,1730.008301,1743.959898,1618.394777,1646.298158,433842983
5/26/2020,1757.911499,1778.838986,1723.03223,1778.838986,444514707
5/27/2020,1834.645508,1834.645508,1757.911455,1771.86305,476102523
5/28/2020,1904.404297,1939.283383,1841.621643,1841.621643,498739044
5/29/2020,2057.872803,2057.872803,1883.476812,1883.476812,959884609
6/2/2020,2218.316895,2295.051141,2057.872696,2057.872696,514215761
6/3/2020,2162.510254,2288.075375,2099.727787,2232.2688,481917223
6/4/2020,2134.606689,2232.268609,2113.679202,2176.461851,275162272
6/5/2020,2169.486328,2183.438114,2064.848687,2141.582945,294137820
6/8/2020,2302.026611,2350.85747,2211.340598,2218.316488,422772612
6/9/2020,2239.244141,2343.881756,2239.244141,2336.905865,279951975
6/10/2020,2113.678955,2218.316566,2092.75147,2218.316566,487562851
6/11/2020,2071.824463,2183.43799,2022.993591,2183.43799,409589324
6/12/2020,2113.678955,2120.654846,1953.234781,2022.993125,519350210
6/15/2020,2022.993408,2127.631034,2016.017517,2120.655142,253847754
6/16/2020,2183.437744,2197.38934,2064.848338,2071.824229,372556634
6/17/2020,2162.510254,2232.2688,2148.558657,2232.2688,240003025
6/18/2020,2127.630859,2176.461722,2120.654968,2127.630859,144039347
6/19/2020,2162.510254,2169.486146,2134.606873,2148.558657,183669732
6/22/2020,2134.606689,2169.48596,2113.679202,2162.510068,104916512
6/23/2020,2099.727783,2134.606869,2078.800294,2106.703675,188566907
6/24/2020,2176.46167,2190.413264,2099.727432,2127.630808,339338591
6/25/2020,2134.606689,2169.48596,2120.655094,2162.510068,174033235
6/26/2020,2113.678955,2176.461597,2106.703252,2162.509815,162039618
6/29/2020,2120.655273,2134.60687,2078.800296,2120.655273,130693147
6/30/2020,2113.678955,2169.485706,2113.678955,2141.58233,147418716
7/1/2020,2134.606689,2141.582581,2113.679202,2120.655094,111421694
7/2/2020,2134.606689,2155.534364,2120.655094,2155.534364,186436280
7/3/2020,2127.630859,2155.534236,2120.654968,2134.606563,54421019
7/6/2020,2120.655273,2162.510251,2113.679381,2141.582762,148148028
7/7/2020,2113.678955,2148.558221,2113.678955,2141.58233,228112810
7/8/2020,2225.29248,2232.268371,2113.678978,2120.654868,373640813
7/9/2020,2190.413818,2253.196478,2190.413818,2225.293094,211404181
7/10/2020,2169.486328,2197.389712,2162.510435,2183.438114,117829855
7/13/2020,2204.365234,2218.31683,2127.63099,2183.437747,105451891
7/14/2020,2211.341064,2267.147825,2183.437871,2204.36536,232365483
7/15/2020,2183.437744,2260.171801,2183.437744,2232.26861,182296468
7/16/2020,2190.413818,2204.365604,2183.438113,2183.438113,128809144
7/17/2020,2162.510254,2197.389527,2162.510254,2190.413635,131548742
7/20/2020,2127.630859,2183.437613,2113.679077,2162.50994,150206164
7/21/2020,2197.389404,2218.316892,2127.631049,2127.631049,224576578
7/22/2020,2162.510254,2211.341124,2155.534549,2204.365419,190916547
7/23/2020,2190.413818,2204.365604,2162.510435,2176.46222,162646279
7/24/2020,2155.534424,2190.413508,2155.534424,2183.437803,104287961
7/27/2020,2197.389404,2197.389404,2155.534429,2155.534429,103970385
7/28/2020,2190.413818,2211.341309,2162.510435,2204.365604,113763744
7/29/2020,2176.46167,2197.389155,2162.509888,2190.413264,73895646
7/30/2020,2204.365234,2211.340939,2169.485964,2183.437747,86328061
8/3/2020,2085.775879,2218.316884,2071.824283,2211.340993,373214336
8/4/2020,2148.558594,2148.558594,2092.751833,2092.751833,171919769
8/5/2020,2148.558594,2169.486082,2120.655213,2162.51019,177648668
8/6/2020,2169.486328,2183.438114,2155.53473,2162.510435,126064817
8/7/2020,2169.486328,2183.438114,2134.607052,2169.486328,98910738
8/10/2020,2183.437744,2197.38934,2162.51007,2169.485961,100613457
8/11/2020,2225.29248,2246.219965,2183.437511,2183.437511,189708286
8/12/2020,2336.90625,2350.858034,2225.292913,2225.292913,505369848
